-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
2019,4,30,22.71,87.62,7.89,4.72,98.14
2019,5,1,23.76,86.25,11.21,3.71,98.23
2019,5,2,21.91,89.88,42.5,1.38,98.48
2019,5,3,19.46,90.69,6.75,1.59,98.31
2019,5,4,19.82,83.56,1.89,1.91,98.29
2019,5,5,20.54,81.69,0.01,2.14,98.2
2019,5,6,22.13,83.75,0,2.96,98.31
2019,5,7,22.66,85.62,12.13,3.09,98.29
2019,5,8,22.41,92.31,24.68,3.44,97.57
2019,5,9,18.08,82.75,1.65,3.1,98.27
2019,5,10,12.71,79.62,16.75,3.27,98.72
2019,5,11,14.23,87.38,7.52,1.9,98.3
2019,5,12,17.82,73.75,0,1.6,98.27
2019,5,13,20.17,73.38,0,1.94,98.38
2019,5,14,21.24,74,0,1.96,98.55
2019,5,15,22.33,79.62,0,2.11,98.54
2019,5,16,23.48,77.69,0,2.93,98.4
2019,5,17,24.09,81.75,0.09,4.48,97.92
2019,5,18,23.67,91.06,35.35,4.46,97.52
2019,5,19,20.6,72.56,0.04,2.27,98.12
2019,5,20,24.64,84.25,3.17,5.3,97.73
2019,5,21,22.49,69,10.65,4.69,97.32
2019,5,22,23.54,77.81,0,4.64,97.76
2019,5,23,26.55,80.06,0,5.2,98.33
2019,5,24,25.82,80.81,0.07,4.52,98.45
2019,5,25,25.83,79.69,0.01,4.14,98.55
2019,5,26,25.41,77.25,0,3.91,98.54
2019,5,27,25.26,75.5,0,4.22,98.07
2019,5,28,25.33,76.94,0.42,4.73,97.65
2019,5,29,23.61,85.56,25.53,3.59,97.76
2019,5,30,21.81,75,0.48,1.69,98.41
2019,5,31,25.09,72.25,0.83,0.84,98.53
2019,6,1,24.9,84.19,23.43,1.21,98.4
2019,6,2,25.11,84.94,3.9,1.23,98.34
2019,6,3,25.59,78.81,0.8,2.03,98.41
2019,6,4,25.48,82.69,4.58,2,98.39
2019,6,5,24.63,86.94,9.9,1.66,98.04
2019,6,6,24.23,81.94,1.59,2.1,97.77
2019,6,7,24.3,79.38,0.14,2.64,97.84
2019,6,8,26.76,74.75,0,1.11,98
2019,6,9,26.94,76.25,1.39,2.53,98.42
2019,6,10,21.53,64.75,0.08,3.86,99.37
2019,6,11,21.33,76.12,0.11,1.62,98.93
2019,6,12,22.8,69.31,0.62,2.28,98.67
2019,6,13,24.04,63.44,0,1.64,98.8
2019,6,14,25.9,64.88,0,4.61,98.34
2019,6,15,27.7,71.5,8.03,4.98,97.96
2019,6,16,25.47,83.19,6.59,2.47,98.07
2019,6,17,25.24,73.5,10.72,1.41,98.2
2019,6,18,26.92,74.25,1.54,1.8,98.19
2019,6,19,28.85,77,2.32,3.09,97.78
2019,6,20,29.92,75.19,0.05,3.59,97.74
2019,6,21,29.18,72.62,0,5.09,97.91
2019,6,22,27.8,78.38,0.17,4.56,98.1
2019,6,23,28.62,78.12,17.33,4.34,97.9
2019,6,24,25.33,85.94,3.19,1.13,98.2
2019,6,25,27.44,77.69,0,2.72,98.43
2019,6,26,27.27,74,0,3.3,98.83
2019,6,27,27.82,74.69,0.05,2.6,98.99
2019,6,28,27.83,73.75,0.01,2.18,98.87
2019,6,29,28.15,72.88,1.12,1.61,98.71
2019,6,30,26.49,76.31,0.5,1.81,98.56
2019,7,1,27.16,71.62,0.86,2.28,98.5
2019,7,2,27.9,70.19,0.28,3.16,98.37
2019,7,3,27.95,72.88,0,3.28,98.22
2019,7,4,27.99,73.5,0.01,3.68,98.28
2019,7,5,28.66,70.5,0.01,3.09,98.6
2019,7,6,28.59,73.19,6.61,1.6,98.73
2019,7,7,28.4,73.06,0.88,1.52,98.54
2019,7,8,27.85,78.88,7.95,1.79,98.33
2019,7,9,28.46,77.44,0.52,3.05,98.25
2019,7,10,29.32,77.06,8.6,2.09,98.47
2019,7,11,28.9,72.44,0.37,2.14,98.48
2019,7,12,28.07,60.62,0,2.23,98.22
2019,7,13,28.56,65.69,0.1,2.77,98.18
2019,7,14,28.92,69.75,0.11,3.01,98.22
2019,7,15,29.36,67.31,0,1.27,98.24
2019,7,16,31.12,63.06,0,2.99,98.32
2019,7,17,30.99,58.75,0,4.12,98.44
2019,7,18,31.01,58.31,0,4.64,98.34
2019,7,19,31.41,55.69,0,4.59,98.26
2019,7,20,31.3,54.25,0,4.14,98.23
2019,7,21,31.38,51.12,0,3.14,98.3
2019,7,22,29.71,58,0.26,3.22,98.55
2019,7,23,27.83,49.31,0,3.4,98.91
2019,7,24,27.36,46.56,0,2.22,98.92
2019,7,25,26.81,45.38,0,2.23,98.88
2019,7,26,27.72,48.38,0,2.11,98.93
2019,7,27,29.65,44.75,0,2.05,98.9
2019,7,28,31.39,50.44,0.18,3.12,98.6
2019,7,29,31.72,52.56,1.31,2.81,98.43
2019,7,30,33.23,45.75,0.05,1.78,98.43
2019,7,31,32.55,51.25,0.02,2.22,98.55
2019,8,1,32.62,46.81,0,2.36,98.55
2019,8,2,31.44,52.81,0.39,2.28,98.46
2019,8,3,30.4,61.75,2.06,2.99,98.29
2019,8,4,29.55,66.88,2.96,2.09,98.39
2019,8,5,30.83,59.25,1.04,1.19,98.39
2019,8,6,31.87,55.5,0.11,1.5,98.28
2019,8,7,33.78,48,0.04,2.92,98.14
2019,8,8,32.71,49.88,0,3.19,98.16
2019,8,9,33.46,48.69,0,2.55,98.17
2019,8,10,34.12,43.44,0,3.07,98.21
2019,8,11,34.25,40.88,0,3.43,98.29
2019,8,12,34.37,43.75,0,3.27,98.13
2019,8,13,33.33,47.62,4.28,1.95,98.23
2019,8,14,30.54,57.62,2.1,1.84,98.55
2019,8,15,31.83,48.75,0.15,1.7,98.48
2019,8,16,33.11,43.12,0,2.95,98.24
2019,8,17,33.93,46.62,0.01,3.86,98
2019,8,18,33.63,48.38,0.01,3.91,98.05
2019,8,19,33.58,45.38,0,3.14,98.38
2019,8,20,34.19,43.25,0,2.52,98.49
2019,8,21,33.44,44.31,0,2.5,98.42
2019,8,22,32.91,42.38,0.2,2.73,98.24
2019,8,23,31.52,55.19,8.35,2.31,98.22
2019,8,24,28.45,74.25,4.43,1.44,98.29
2019,8,25,30.48,60.62,0.02,1.93,97.97
2019,8,26,32.65,53.81,1.62,4.27,97.69
2019,8,27,26.64,87.38,23.14,2.51,98.3
2019,8,28,28.32,74.31,2.62,1.48,98.65
2019,8,29,30.35,63.44,0,2.35,98.53
2019,8,30,28.79,70.62,8.6,2.34,98.53
2019,8,31,27.04,78.06,4.95,2.12,98.66
2019,9,1,28.14,68.69,0.09,1.52,98.71
2019,9,2,29.19,56.25,0,1.55,98.68
2019,9,3,29.35,58.25,0,1.44,98.52
2019,9,4,29.47,54.62,0,1.7,98.74
2019,9,5,29.34,54.88,0,1.09,98.8
2019,9,6,30.32,49.44,0,1.05,98.64
2019,9,7,30.62,45.56,0,2.5,98.45
2019,9,8,30.65,47.62,0,3.88,98.35
2019,9,9,30.02,48.94,0,3.87,98.46
2019,9,10,29.63,53.19,0.07,3.66,98.67
2019,9,11,29.6,59.25,0.05,4.04,98.77
2019,9,12,29.8,57.12,0.46,3.11,98.73
2019,9,13,28.78,58.44,1.75,1.42,98.97
2019,9,14,30.25,48,0.02,1.7,98.93
2019,9,15,31.05,45,0,1.71,98.73
2019,9,16,31.1,44.44,0,1.98,98.59
2019,9,17,30.51,49.06,0,2.45,98.4
2019,9,18,29.51,56.44,0,2.45,98.26
2019,9,19,27.77,66.5,0.04,2.5,98.21
2019,9,20,29.58,64.56,2.43,3.74,98.32
2019,9,21,29.94,59.81,0.57,4.93,98.53
2019,9,22,29.11,62.31,2.16,3.73,98.45
2019,9,23,29.15,64.44,1.41,2.32,98.52
2019,9,24,29.55,62.75,2.79,2.73,98.19
2019,9,25,29.84,58.25,0.17,2.9,98.01
2019,9,26,30.07,53.81,0,2.7,98.09
2019,9,27,29.64,47.38,0,4.11,97.88
2019,9,28,30.19,59.56,0,4.58,98.13
2019,9,29,29.49,58.81,0,4.62,98.46
2019,9,30,29.65,60.25,0,4.23,98.49
2019,10,1,30.23,53.12,0,4.68,98.36
2019,10,2,29.75,52.88,0,3.7,98.37
2019,10,3,30.01,50.06,0.02,2.34,98.68
2019,10,4,27.74,59.19,0.09,2.38,98.83
2019,10,5,28.73,55.88,0,2.26,98.46
2019,10,6,27.73,50.88,4.07,3.83,98.5
2019,10,7,19.37,46.38,0.95,3.95,99.16
2019,10,8,19.89,48.5,0,1.99,98.8
2019,10,9,24.63,54.62,0.04,4.57,98.11
2019,10,10,25.52,66.88,7.9,5.03,98.01
2019,10,11,11.43,39.75,3.67,5.47,99.34
2019,10,12,12.05,42.19,0.02,1.08,99.16
2019,10,13,18.91,48.62,0,2.67,98.5
2019,10,14,20.56,75.94,0.11,3.1,98.39
2019,10,15,24.65,67.19,0.77,3.73,98.17
2019,10,16,16.87,38.44,0,3.2,99.04
2019,10,17,16.14,45.94,0,1.86,98.61
2019,10,18,17.04,50.69,0.22,3.1,97.96
2019,10,19,20.81,53.56,0.03,3.24,97.72
2019,10,20,22.47,67.62,10.76,3.76,97.66
2019,10,21,17.55,42,1.34,3.05,98.26
2019,10,22,15.19,43.19,0.01,1.32,99.1
2019,10,23,18.55,55.69,0.11,4.7,98.57
2019,10,24,14.71,84.94,28.15,4.48,98.64
2019,10,25,7.06,86.69,4.19,5.66,98.88
2019,10,26,12.58,69.12,0.02,3.27,98.19
2019,10,27,14.9,58.94,0,2.79,98.24
2019,10,28,11.44,76.25,0.12,2.54,98.59
2019,10,29,7.37,81.56,10.47,3.6,98.78
2019,10,30,5.15,74.88,6.56,5.52,99.01
2019,10,31,3.33,51.62,0,2.77,99.88
2019,11,1,6.5,52.44,0,2.59,99.48
2019,11,2,8.93,60.88,0,2.04,99.79
2019,11,3,10.89,62.81,0,3.45,98.99
2019,11,4,15.76,73.94,0.01,3.19,98.44
2019,11,5,16.25,87.12,0.07,1.22,99.04
2019,11,6,18.77,92,11.59,2.29,99
2019,11,7,9.6,83.38,27.71,4.69,99.48
2019,11,8,6.96,71.44,0.01,1.92,99.82
2019,11,9,11.22,80,0,2.03,99.21
2019,11,10,15.24,81.75,0,3.34,98.54
2019,11,11,6.98,73.69,0.13,6.39,99.17
2019,11,12,-1.55,51.06,0,3.32,100.34
2019,11,13,1.81,58.31,0.1,3.25,99.17
2019,11,14,5.72,73.06,0,2.05,99.49
2019,11,15,7.44,72.25,0,1.08,99.72
2019,11,16,8.8,64.31,0,2.18,99.1
2019,11,17,10.24,75.44,0,1.93,98.65
2019,11,18,12.25,63,0,1.71,98.38
2019,11,19,14.53,63.12,0,2.17,98.33
2019,11,20,17.65,87.94,1.14,4.37,98.22
2019,11,21,18.64,89.56,3.59,3.45,98.37
2019,11,22,7.93,78.88,3.43,3.87,98.85
2019,11,23,6.45,75.56,0,2.02,98.86
2019,11,24,10.24,60.5,0,2.19,98.41
2019,11,25,12.87,63.12,0,2.37,97.4
2019,11,26,15.19,68.38,0,3.29,97.3
2019,11,27,6.41,60.06,4.75,2.7,99.33
2019,11,28,7.37,89.62,9.98,2.32,99.36
2019,11,29,12.76,94.75,5.24,2.82,98.57
2019,11,30,16.1,62.5,0.47,4.65,97.96
2019,12,1,6.67,55.38,0.18,3.93,98.98
2019,12,2,6.25,63.12,0,1.73,99.35
2019,12,3,9,67.75,0,2.45,98.49
2019,12,4,10.83,69.19,0,1.34,98.74
2019,12,5,13.52,68,0,3.09,98.28
2019,12,6,11.14,70.62,0,4.45,99.19
2019,12,7,8.72,74.88,0,1.44,99.37
2019,12,8,13.81,77,0,4.55,98.18
2019,12,9,12.49,71.44,3.12,4.7,98.18
2019,12,10,2.41,76.38,6.38,2.41,99.59
2019,12,11,3.37,80.62,0.01,1.95,100.04
2019,12,12,6.08,76.81,0,2.52,99.18
2019,12,13,9.49,78.81,0,1.64,98.16
2019,12,14,9.53,75.75,0,1.66,98.08
2019,12,15,9.82,80.75,0.04,3.24,97.87
2019,12,16,3.13,75.12,0.05,4.59,98.8
2019,12,17,1.49,68.56,0,2.99,99.82
2019,12,18,4.67,50.25,0,1.77,99.81
2019,12,19,5.11,52.62,0,2.39,99.58
2019,12,20,6.46,78.94,0.39,2.85,99.5
2019,12,21,7.11,90.19,0.2,1.12,99.65
2019,12,22,6.83,85.38,0,0.66,99.43
2019,12,23,8.02,73.44,0,1.51,98.94
2019,12,24,10.19,62,0,2.66,98.55
2019,12,25,12.08,76.5,0,2.66,98.28
2019,12,26,13.21,90.19,0,1.34,98.67
2019,12,27,15.47,83.75,0.19,2.42,98.64
2019,12,28,14.43,92,11.07,3.36,97.77
2019,12,29,6.12,62.88,0.09,3.71,98.18
2019,12,30,3.94,55.94,0.01,2.97,99.02
2019,12,31,5.13,52.88,0,1.48,99.2
2020,1,1,7.35,68.69,0,3.66,98.17
2020,1,2,11.15,85.69,0,3.24,97.26
2020,1,3,7.83,73.88,0,3.73,98.47
2020,1,4,7.01,66.19,0,1.69,99.53
2020,1,5,9.35,63.06,0,3.01,99.25
2020,1,6,8.19,74.56,0,1.88,99.15
2020,1,7,7.03,53.25,0,2.09,99.72
2020,1,8,9.08,55.62,0,4.28,99.17
2020,1,9,15.83,90,0.1,4.63,98.37
2020,1,10,17.02,90.38,22.47,5.61,97.82
2020,1,11,1.76,68.81,3.07,4.29,98.9
2020,1,12,4.99,83.94,0.02,3.46,99.01
2020,1,13,9.98,92,0.04,3.01,98.93
2020,1,14,11.95,88,0,1.77,98.78
2020,1,15,16.26,80.94,0.25,3.21,98.77
2020,1,16,7.75,86.12,22.83,5.05,99.71
2020,1,17,10.51,95.06,10.61,2.65,99.1
2020,1,18,8.62,71.38,0.02,4.48,99.5
2020,1,19,4.87,56.75,0,1.44,100.28
2020,1,20,6.16,64.62,0,1.16,100.31
2020,1,21,5.42,71.62,3.01,2.38,99.83
2020,1,22,5.24,93.81,4.03,4.68,98.61
2020,1,23,7.92,80.06,0.63,2.66,98.6
2020,1,24,7.02,67.56,0,2.39,98.97
2020,1,25,10.03,75.75,0,3.86,98.66
2020,1,26,11.06,87.06,0,2.42,98.51
2020,1,27,11.17,88.38,0.19,2.51,98.44
2020,1,28,10.44,82.25,5.11,5.31,98.07
2020,1,29,4.8,79.88,0,4.09,98.84
2020,1,30,4.03,85,0,0.98,99
2020,1,31,5.34,76.81,0,1.81,99.07
2020,2,1,7.79,57,0,2.18,99.15
2020,2,2,12.63,55.94,0,3.59,98.51
2020,2,3,14.45,82.19,2.37,4.48,97.73
2020,2,4,9.01,80.56,1.78,4.52,98.08
2020,2,5,0.76,82.69,8.82,4.83,98.27
2020,2,6,-0.1,70.88,0,3.35,97.98
2020,2,7,5.15,69.06,0.92,2.52,98.3
2020,2,8,9.26,66.88,0.36,2.58,98.97
2020,2,9,16.36,90.38,1.17,4.95,98.44
2020,2,10,5.87,80,10.41,4.25,98.75
2020,2,11,4.35,86,9.88,4.06,99.03
2020,2,12,5.83,87.25,20.05,2.12,98.33
2020,2,13,2.25,76.69,0,3.35,99.52
2020,2,14,2.04,73.56,0,2.28,99.87
2020,2,15,8.33,83.69,0,3.7,99
2020,2,16,13.16,78.88,0,2.41,98.35
2020,2,17,15.55,79.38,0,3.68,97.89
2020,2,18,10.48,73.69,0.93,4.77,98.92
2020,2,19,7.62,83.94,9.54,3.03,99.55
2020,2,20,6.03,76.06,4.1,4.87,100.19
2020,2,21,2.73,69.69,0,1.45,100.55
2020,2,22,7.52,70.94,0,3.46,99.5
2020,2,23,11.18,90.62,0.1,3.85,98.46
2020,2,24,11.45,75.5,0,4.63,97.87
2020,2,25,8.16,68.5,0,4.06,98.61
2020,2,26,3.35,63.38,0.06,5.23,99.83
2020,2,27,5.36,58,0,2.4,99.59
2020,2,28,9.8,62.62,0,1.72,99.62
2020,2,29,13.12,57.31,0,3.66,99
2020,3,1,16.25,76.19,0,5.2,97.98
2020,3,2,15.26,73.38,0,2.33,97.9
2020,3,3,14.52,81.06,0.36,1.85,98
2020,3,4,12.08,87.06,38.98,4.95,98.43
2020,3,5,11.75,69.06,0,2.87,99.39
2020,3,6,9.98,60.94,0.07,2.12,100.14
2020,3,7,10.05,69.06,0,3.15,99.71
2020,3,8,11.86,85,0.26,4.23,99.21
2020,3,9,17.55,81.69,0.71,4,98.86
2020,3,10,16.43,83.56,0.01,2.16,99.22
2020,3,11,21.03,78.12,0.05,3.25,98.47
2020,3,12,22.65,79.31,6.97,3.34,97.97
2020,3,13,16.94,93.62,21.25,2.94,98.57
2020,3,14,15.75,91.75,4.34,3.26,98.97
2020,3,15,11.28,90.12,14.28,3.12,99.57
2020,3,16,14.7,91.06,6.94,1.34,99.02
2020,3,17,17.72,94.12,26.73,2.56,98.8
2020,3,18,20.33,93.88,25.08,3.83,98.4
2020,3,19,20.66,86.31,11.78,4.48,98.31
2020,3,20,9.76,75.75,1.41,3.97,99.57
2020,3,21,8.52,82.12,6.48,2.44,99.67
2020,3,22,12.99,91.5,1.97,1.47,98.9
2020,3,23,17.84,89.69,0.12,2.11,98.53
2020,3,24,19.52,74.25,0,3.32,98.12
2020,3,25,19.63,76.38,0,3.08,98.09
2020,3,26,22.26,83.56,0.01,4.09,97.76
2020,3,27,22.17,84.94,0.37,4.12,97.57
2020,3,28,17.96,64.5,2.66,3.81,98.01
2020,3,29,14.4,70.69,0.01,1.73,98.98
2020,3,30,14.19,88.44,8.13,2.77,98.52
2020,3,31,14.44,76.44,0.07,2.79,98.68
2020,4,1,14.85,78.44,0,3.16,98.36
2020,4,2,16.92,90.94,2.5,4.33,98.1
2020,4,3,11.33,85.31,0.75,4.02,98.59
2020,4,4,7.29,83.31,3.91,2.58,98.82
2020,4,5,12.44,88.94,2.07,1.65,98.74
2020,4,6,17.7,89.94,0.27,2.66,98.52
2020,4,7,22.77,78.31,0.02,3.09,98.18
2020,4,8,24.45,68.88,0,3.17,97.91
2020,4,9,18.55,75.75,0.17,2.92,98.3
2020,4,10,15.45,65.31,0,2.68,98.72
2020,4,11,18.26,85.56,6.08,3.92,97.91
2020,4,12,18.81,73,3.57,5.14,97.3
2020,4,13,7.1,57.75,0,4.13,99.14
2020,4,14,6.95,70.69,0.21,3.09,99.42
2020,4,15,9.42,65.06,0,1.32,99.14
2020,4,16,14.61,68.62,0.12,4.35,98.74
2020,4,17,11.98,79.31,0,3.31,98.82
2020,4,18,12.23,79.25,0.03,1.95,98.57
2020,4,19,17.98,80.75,0.3,3.06,97.68
2020,4,20,16.96,85.62,0.14,1.25,98.21
2020,4,21,20.92,79.94,0.02,2.81,98.34
2020,4,22,21.98,72.81,0.09,4.45,97.57
2020,4,23,20.2,63.31,0,2.67,97.78
2020,4,24,20.99,63.94,0,4.33,97.76
2020,4,25,17.91,60.69,0,3,98.84
2020,4,26,20.24,52.12,0,2.61,99.04
2020,4,27,21.4,63.06,1.23,4.57,98.49
2020,4,28,24,80.56,5.39,3.86,98
2020,4,29,19.5,58.19,2.52,3.98,98.77
2020,4,30,20.28,50.75,0,1.52,98.78
2020,5,1,22.39,55.38,0,5.1,98.31
2020,5,2,24.32,67.44,0.07,5.3,98.18
2020,5,3,26.29,70.5,0.01,3.57,98.07
2020,5,4,26.87,64.06,0.9,4.36,97.81
2020,5,5,20.85,58.06,0.98,4.02,98.73
2020,5,6,20.73,50.81,0,1.98,99.15
2020,5,7,22.46,63.5,2.57,4.96,98.48
2020,5,8,19.83,63.25,1.55,5.7,98.6
2020,5,9,17.25,59.38,0.02,2.25,99.18
2020,5,10,19.26,59.94,0,1.93,99.27
2020,5,11,20.4,55.44,1.69,3.37,99.04
2020,5,12,21.73,79.31,1.99,3.55,98.44
2020,5,13,23.11,77.56,4.37,3.59,98.27
2020,5,14,25.85,69.69,1.17,4.16,98.06
2020,5,15,23.56,82.94,18.83,3.22,98.04
2020,5,16,19.8,94,46.19,4.12,97.81
2020,5,17,21.67,73.12,1.85,3.27,98.28
2020,5,18,24.44,71.62,0.17,1.46,98.24
2020,5,19,25.53,77.75,0,2.06,97.92
2020,5,20,24.15,84.81,0.47,2.68,97.97
2020,5,21,24.2,83.38,1.49,2.99,97.93
2020,5,22,25.43,84.31,28.3,3.41,97.95
2020,5,23,24.12,87.06,10.05,3.46,98.09
2020,5,24,23.4,89.25,3.46,3.59,98.02
2020,5,25,20.92,87.94,16.92,2.63,97.91
2020,5,26,18.87,78.25,1.15,2.51,98.26
2020,5,27,21.51,68.25,0.36,1.02,98.18
2020,5,28,22.3,76.62,0.73,1.95,98.45
2020,5,29,22.94,72.44,0,2.28,98.99
2020,5,30,22.55,70.06,0,1.82,98.97
2020,5,31,23.33,72,0,1.91,99.02
2020,6,1,23.68,75.31,0.01,1.63,98.94
2020,6,2,25.48,73.88,0.01,1.9,98.69
2020,6,3,26.8,70,0,2.08,98.37
2020,6,4,28.58,70.06,0.37,2.51,98.08
2020,6,5,29.03,67.25,0.09,2.56,98.28
2020,6,6,29.15,63.12,0,1.62,98.25
2020,6,7,28.64,67.94,0,2.31,97.91
2020,6,8,29.74,64.81,0,1.12,97.45
2020,6,9,28.54,40.19,0,4.77,97.67
2020,6,10,23.73,40.06,0,3.28,98.9
2020,6,11,26.39,43.5,0,1.85,99.36
2020,6,12,25.99,52.19,0,1.64,99.36
2020,6,13,27.46,51.75,0,2.02,98.91
2020,6,14,27.52,49.81,0,2.48,98.85
2020,6,15,28.4,50.12,0,1.84,98.96
2020,6,16,29.31,49.25,0,2.75,98.82
2020,6,17,29.33,42.56,0,3.57,98.52
2020,6,18,28.92,51.06,0,3.77,98.27
2020,6,19,27.23,66.88,18.01,3.21,98.44
2020,6,20,26.26,79.94,24.37,1.89,98.5
2020,6,21,26.39,81.5,9.09,3.23,98.18
2020,6,22,27.15,75.44,21.23,2.73,98.17
2020,6,23,23.87,90.75,26,2.32,98.3
2020,6,24,25.05,77.25,0.17,2.13,98.32
2020,6,25,26.16,79.81,0,1.92,98.43
2020,6,26,26.65,76,0,3.75,98.58
2020,6,27,27.03,69.19,0,4.12,98.31
2020,6,28,26.93,73.44,0.65,5.14,97.89
2020,6,29,28.14,73.5,0.32,5.62,97.85
2020,6,30,28.02,73.88,0.01,4.61,97.9
2020,7,1,29.29,72,0,3.75,98.01
2020,7,2,29.5,73.5,2.24,2.03,98.32
2020,7,3,30.48,62.69,0.03,1.48,98.42
2020,7,4,30.58,57.88,0,1.3,98.22
2020,7,5,29.13,72.25,9.32,1.1,98.09
2020,7,6,28.05,78.56,4.45,0.98,98.15
2020,7,7,28.51,74.56,2.66,1.01,98.3
2020,7,8,29.82,69.31,0.13,2.72,98.17
2020,7,9,30.54,67.75,0.15,3.55,98.08
2020,7,10,30.11,67.44,0.32,2.41,98.49
2020,7,11,31.69,63.12,0.48,2.56,98.45
2020,7,12,31.74,58.44,0.04,2.17,98.25
2020,7,13,33.17,52.75,0.03,3.53,98.04
2020,7,14,32.76,48.12,0,4.69,97.99
2020,7,15,31.53,49.19,0.03,4.01,98.27
2020,7,16,31.93,47.31,0.03,2.91,98.52
2020,7,17,31.69,49,0,2.95,98.62
2020,7,18,30.46,57.75,0,3.23,98.54
2020,7,19,31.39,51.62,0,2.92,98.48
2020,7,20,31.15,54.19,0,2.74,98.38
2020,7,21,29.58,62.12,0.03,2.59,98.36
2020,7,22,29.58,64.12,0.04,1.9,98.41
2020,7,23,30.79,57.69,1.51,2.38,98.47
2020,7,24,32.05,53.38,0,3.05,98.44
2020,7,25,30.73,58.81,0.05,3.2,98.43
2020,7,26,30.59,56.94,0.06,2.05,98.62
2020,7,27,30.28,59.44,0.6,1.8,98.53
2020,7,28,27.06,79,6.37,2.14,98.39
2020,7,29,28.23,74,4.87,3,98.26
2020,7,30,31.53,60.56,2.84,3.65,98.21
2020,7,31,28.31,62.19,0.08,2.86,98.4
2020,8,1,27.68,57.75,0,1.67,98.53
2020,8,2,29.19,49.69,0,1.9,98.54
2020,8,3,28.95,53.5,0.1,1.73,98.65
2020,8,4,29.62,48.25,0,2.7,98.61
2020,8,5,29.26,60.94,0.02,2.48,98.43
2020,8,6,31.75,52.69,0.02,3.51,98.39
2020,8,7,32.83,43.38,0,4.03,98.52
2020,8,8,33.05,41.69,0,3.95,98.69
2020,8,9,32.92,46.56,0,3.93,98.63
2020,8,10,33.29,41.94,0,4.04,98.47
2020,8,11,33.5,46.81,0,3.6,98.3
2020,8,12,34.65,43.94,0,3.45,98.22
2020,8,13,34.83,39.25,0,3.78,98.19
2020,8,14,35.68,36.25,0,3.75,98
2020,8,15,35.06,37.5,0,2.65,98.18
2020,8,16,33.17,46.12,6.44,1.38,98.57
2020,8,17,28.42,71.75,2.26,1.27,98.83
2020,8,18,29.61,51.12,0,2.56,98.63
2020,8,19,27.68,43.25,0,2.07,98.44
2020,8,20,28.48,48.56,0,1.93,98.22
2020,8,21,28.85,46.12,1.5,2.04,98.16
2020,8,22,29.16,42.94,0.26,1.71,98.25
2020,8,23,29.87,44.75,0,1.67,98.51
2020,8,24,30.51,42.31,0,2.02,98.58
2020,8,25,30.75,45.5,0.07,2.11,98.44
2020,8,26,30.31,59.56,0.85,2.43,98.18
2020,8,27,29.74,64.31,1.63,1.38,97.95
2020,8,28,34.22,47.31,0,2.77,97.83
2020,8,29,31.68,57.19,3.92,3.74,97.93
2020,8,30,30.41,62.81,2.7,2.89,97.78
2020,8,31,31.26,61.62,2.58,3.05,97.76
2020,9,1,29.37,74,38.13,3.43,97.85
2020,9,2,26.93,84.06,30.53,1.51,98.08
2020,9,3,27.11,80.44,1.08,1.59,98.41
2020,9,4,26.25,78.12,0.49,1.85,98.91
2020,9,5,26.98,74.62,1.82,1.57,99.32
2020,9,6,27.23,74.19,0.02,2.02,98.9
2020,9,7,28.31,64.94,0,3.48,98.12
2020,9,8,26.92,72.38,0.85,3.48,98.03
2020,9,9,21.92,89.5,34.94,2.61,98.63
2020,9,10,14.99,86.38,9.38,3.33,99.31
2020,9,11,19.86,83.19,1.14,1.74,99.03
2020,9,12,23.52,80.31,0.91,1.27,98.54
2020,9,13,23.4,81.25,0,2.4,98.72
2020,9,14,23.07,75.56,0.01,2.33,99.02
2020,9,15,24.83,79.56,0,1.66,98.84
2020,9,16,25.17,77.19,0.66,1.25,98.59
2020,9,17,24.87,71.62,0.4,2.12,98.65
2020,9,18,22.99,72.31,0,2.38,98.93
2020,9,19,20.56,73.19,0,2.17,99.04
2020,9,20,20.17,71.38,0,2.28,99.02
2020,9,21,21.41,77.31,0.62,3.3,98.9
2020,9,22,21.16,83.75,3.01,2.39,98.66
2020,9,23,20.68,81.12,0.09,2.55,98.47
2020,9,24,21.22,76.69,0.01,1.48,98.39
2020,9,25,21.98,74.31,0,2.44,98.42
2020,9,26,23.8,73.12,0,3.57,98.14
2020,9,27,25.94,72.19,0,5.2,97.66
2020,9,28,18.42,48.25,0,4.68,98.93
2020,9,29,18.38,41.06,0,2.52,99.01
